paper_id	affiliation_string	labels	labels_name	institution1	institution2	dataset
W2136965585	Center for Advanced Orthopaedic Studies, Department of Orthopaedic Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, Massachusetts, U.S.A.	[136199984, 1316535847]	['136199984 - Harvard University', '1316535847 - Beth Israel Deaconess Medical Center']	136199984	1316535847	cwts_multi_inst_related
W2037302460	†Department of Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA 02215	[136199984, 1316535847]	['136199984 - Harvard University', '1316535847 - Beth Israel Deaconess Medical Center']	136199984	1316535847	cwts_multi_inst_related
W2094416250	Division of Gastroenterology and Liver Disease Center, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA	[136199984, 1316535847]	['136199984 - Harvard University', '1316535847 - Beth Israel Deaconess Medical Center']	136199984	1316535847	cwts_multi_inst_related
W1999875439	Orthopedic Biomechanics Laboratory, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, Massachusetts, USA.	[136199984, 1316535847]	['136199984 - Harvard University', '1316535847 - Beth Israel Deaconess Medical Center']	136199984	1316535847	cwts_multi_inst_related
W1969561871	New England Baptist Bone and Joint Institute, Beth Israel Deaconess Medical Center and Harvard Medical School, and Beth Israel Deaconess Medical Center Genomics Center, Boston, Massachusetts	[136199984, 1316535847]	['136199984 - Harvard University', '1316535847 - Beth Israel Deaconess Medical Center']	136199984	1316535847	cwts_multi_inst_related
W2111308704	Laboratory for Clinical and Experimental Psychopathology, Beth Israel Deaconess Medical Center and Harvard Medical School, Fall River, MA, USA.	[136199984, 1316535847]	['136199984 - Harvard University', '1316535847 - Beth Israel Deaconess Medical Center']	136199984	1316535847	cwts_multi_inst_related
W2891179944	Surgical Outcomes Analysis and Research, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA;	[136199984, 1316535847]	['136199984 - Harvard University', '1316535847 - Beth Israel Deaconess Medical Center']	136199984	1316535847	cwts_multi_inst_related
W2052488704	Department of Medicine and Division of Gastroenterology, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA.	[136199984, 1316535847]	['136199984 - Harvard University', '1316535847 - Beth Israel Deaconess Medical Center']	136199984	1316535847	cwts_multi_inst_related
W2888190570	Department of Pathology, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, USA	[136199984, 1316535847]	['136199984 - Harvard University', '1316535847 - Beth Israel Deaconess Medical Center']	136199984	1316535847	cwts_multi_inst_related
W2594497483	Neurosurgical Service, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, Massachusetts, USA.	[136199984, 1316535847]	['136199984 - Harvard University', '1316535847 - Beth Israel Deaconess Medical Center']	136199984	1316535847	cwts_multi_inst_related
W3164434555	Department of Medicine, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA 02215, USA	[136199984, 1316535847]	['136199984 - Harvard University', '1316535847 - Beth Israel Deaconess Medical Center']	136199984	1316535847	cwts_multi_inst_related
W1483988430	Gastrointestinal Oncology Service, Department of Medicine, Rubenstein Center for Pancreatic Cancer Research, Memorial Sloan Kettering Cancer Center, Weill Medical College of Cornell University, 300 East 66th Street, New York, NY 10065, USA.	[1334819555, 205783295]	['1334819555 - Memorial Sloan Kettering Cancer Center', '205783295 - Cornell University']	Weill Cornell Medicine	1334819555	cwts_multi_inst_related
W2060602761	Division of Cardiology Montefiore Medical Center Albert Einstein College of Medicine Bronx New York	[129975664, 1335289525]	['129975664 - Albert Einstein College of Medicine', '1335289525 - Montefiore Medical Center']	129975664	1335289525	cwts_multi_inst_related
W2999187925	Division of Cardiology Montefiore Medical Center Albert Einstein College of Medicine Bronx New York	[129975664, 1335289525]	['129975664 - Albert Einstein College of Medicine', '1335289525 - Montefiore Medical Center']	1335289525	129975664	cwts_multi_inst_related
W2060602761	Division of Cardiology Montefiore Medical Center Albert Einstein College of Medicine Bronx New York	[129975664, 1335289525]	['129975664 - Albert Einstein College of Medicine', '1335289525 - Montefiore Medical Center']	129975664	1335289525	cwts_multi_inst_related
W2999187925	Division of Cardiology Montefiore Medical Center Albert Einstein College of Medicine Bronx New York	[129975664, 1335289525]	['129975664 - Albert Einstein College of Medicine', '1335289525 - Montefiore Medical Center']	1335289525	129975664	cwts_multi_inst_related
W2045635474	Molecular Pathology Laboratory, Department of Pathology, Montefiore Medical Center, Albert Einstien College of Medicine, Bronx, NY 10467, USA.	[129975664, 1335289525]	['129975664 - Albert Einstein College of Medicine', '1335289525 - Montefiore Medical Center']	129975664	1335289525	cwts_multi_inst_related
W2767953104	3 Department of Medicine, Division of General Internal Medicine, Albert Einstein College of Medicine, Montefiore Medical Center, Bronx, NY, USA.	[129975664, 1335289525]	['129975664 - Albert Einstein College of Medicine', '1335289525 - Montefiore Medical Center']	1335289525	129975664	cwts_multi_inst_related
W2561688338	Department of Radiology, USC Keck School of Medicine, The Saban Research Institute of Children's Hospital Los Angeles, Los Angeles, CA.	[1336910626, 1174212]	["1336910626 - Children's Hospital of Los Angeles", '1174212 - University of Southern California']	1336910626	1174212	cwts_multi_inst_related
W2158537070	Harrington Heart and Vascular Institute, University Hospitals Case Medical Center, Case Western Reserve University School of Medicine, Cleveland, Ohio	[58956616, 2799343972, 4210108791]	['58956616 - Case Western Reserve University', '2799343972 - University Hospitals of Cleveland', '4210108791 - University Hospitals Case Medical Center']	58956616	2799343972	cwts_multi_inst_related
W2044565056	The Sidney Kimmel Comprehensive Cancer Center, The Johns Hopkins University School of Medicine, Baltimore, MD 21287; and.	[4210164401, 145311948]	['4210164401 - Sidney Kimmel Comprehensive Cancer Center', '145311948 - Johns Hopkins University']	145311948	4210164401	cwts_multi_inst_related
W2069989642	Department of Radiation Oncology and Molecular Radiation Sciences, Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University School of Medicine, Baltimore, MD, USA	[4210164401, 145311948]	['4210164401 - Sidney Kimmel Comprehensive Cancer Center', '145311948 - Johns Hopkins University']	145311948	4210164401	cwts_multi_inst_related
W2068115463	Sidney Kimmel Comprehensive Cancer Center, Johns Hopkins University, 1650 Orleans Street, Baltimore, MD 21231, U.S.A.	[4210164401, 145311948]	['4210164401 - Sidney Kimmel Comprehensive Cancer Center', '145311948 - Johns Hopkins University']	145311948	4210164401	cwts_multi_inst_related
W2885830535	Department of Pathology and Laboratory Medicine, Tulane Cancer Center, Tulane University School of Medicine, New Orleans, USA.	[114832834, 2800269015]	['114832834 - Tulane University', '2800269015 - Tulane Medical Center']	114832834	2800269015	cwts_multi_inst_related
W4214494986	Department of Medicine, Detroit Medical Center, Wayne State University, 3990 John R., Detroit, MI, 48201, USA.	[185443292, 2800326109]	['185443292 - Wayne State University', '2800326109 - Detroit Medical Center']	185443292	2800326109	cwts_multi_inst_related
W2061350384	Division of Pediatric Gastroenterology, Children's Hospital of Michigan, Wayne State University School of Medicine, Detroit, 48201, USA.	[4210130818, 185443292]	["4210130818 - Children's Hospital of Michigan", '185443292 - Wayne State University']	185443292	4210130818	cwts_multi_inst_related
W2064807693	Rhode Island Hospital/Alpert Medical School of Brown University, Providence, RI	[2800446032, 27804330]	['2800446032 - Rhode Island Hospital', '27804330 - Brown University']	27804330	2800446032	cwts_multi_inst_related
W2076397592	Department of Diagnostic Imaging Warren Alpert Medical School of Brown University, Rhode Island Hospital Providence, Rhode Island	[2800446032, 27804330]	['2800446032 - Rhode Island Hospital', '27804330 - Brown University']	27804330	2800446032	cwts_multi_inst_related
W2168020779	aThe Miriam Hospital, Division of Hematology/Oncology, The Warren Alpert Medical School of Brown University, Providence, Rhode Island, USA;	[27804330, 2800640726]	['27804330 - Brown University', '2800640726 - Miriam Hospital']	27804330	2800640726	cwts_multi_inst_related
W3022386839	Department of Radiology, Veteran Affairs Boston Healthcare System, Boston University School of Medicine, Boston, MA, United States	[111088046, 2801671727]	['111088046 - Boston University', '2801671727 - VA Boston Healthcare System']	111088046	2801671727	cwts_multi_inst_related
W2072741274	Clinical Neuroscience Division, Laboratory of Neuroscience, VA Boston Healthcare System-Brockton Division, Department of Psychiatry, Harvard Medical School, Brockton, MA, United States	[136199984, 2801671727]	['136199984 - Harvard University', '2800440370 - Signature Healthcare Brockton Hospital', '2801671727 - VA Boston Healthcare System']	136199984	2801671727	cwts_multi_inst_related
W2125536164	Department of Epidemiology, University of Washington, Seattle, WA, USA Harborview Injury Prevention & Research Center, Seattle, WA, USA.	[201448701, 4210126198]	['201448701 - University of Washington', '4210126198 - Harborview Injury Prevention and Research Center']	201448701	4210126198	cwts_multi_inst_related
W2915650154	CryoEM and Bioimaging Division, SSRL, SLAC National Accelerator Laboratory, Stanford University, Menlo Park, USA	[97018004, 2801935854]	['97018004 - Stanford University', '2801935854 - SLAC National Accelerator Laboratory']	97018004	2801935854	cwts_multi_inst_related
W2563761872	Kavli Institute for Particle Astrophysics and Cosmology, Stanford University, 382 Via Pueblo Mall, Stanford, CA 94305-4060, USA	[4210094059, 97018004]	['4210094059 - Kavli Institute for Particle Astrophysics and Cosmology', '97018004 - Stanford University']	97018004	4210094059	cwts_multi_inst_related
W2166364289	Laboratory for Clinical and Translational Neuroscience, Butler Hospital, Department of Psychiatry and Human Behavior, Alpert Medical School of Brown University, Providence, RI, United States	[27804330, 2802060973]	['27804330 - Brown University', '2802060973 - Butler Hospital']	27804330	2802060973	cwts_multi_inst_related
W1998002405	Department of Physical Medicine and Rehabilitation, Johns Hopkins Bayview Medical Center, The Johns Hopkins University School of Medicine, Baltimore, MD§	[145311948, 2802697821]	['145311948 - Johns Hopkins University', '2802697821 - Johns Hopkins Bayview Medical Center']	145311948	2802697821	cwts_multi_inst_related
W1992748039	Ames Laboratory Iowa State University, Ames, IA 50014 (USA)	[2802789608, 173911158]	['2802789608 - Ames Laboratory', '173911158 - Iowa State University']	173911158	2802789608	cwts_multi_inst_related
W86942332	Department of Physics Iowa State University, Ames Laboratory USDOE, Ames, Iowa 50011	[2802789608, 173911158]	['2802789608 - Ames Laboratory', '173911158 - Iowa State University']	173911158	2802789608	cwts_multi_inst_related
W2916562616	Department of Surgery, The Ohio State University, Wexner Medical Center, Columbus, USA	[2802841970, 52357470]	['2802841970 - The Ohio State University Wexner Medical Center', '52357470 - The Ohio State University']	52357470	2802841970	cwts_multi_inst_related
W1965998885	Molecular Oncology Program, Department of Interdisciplinary Oncology, H. Lee Moffitt Comprehensive Cancer Center, University of South Florida, Tampa, Florida 33612	[3019308854, 2613432]	['4210150208 - Molecular Oncology', '3019308854 - Moffitt Cancer Center', '2613432 - University of South Florida']	2613432	3019308854	cwts_multi_inst_related
W1984282580	Hospital for Joint Diseases, NYU Langone Medical Center, New York, USA	[4210163050, 4210086933]	['4210163050 - New York University Langone Orthopedic Hospital', '4210086933 - New York University Langone Medical Center']	4210163050	4210086933	cwts_multi_inst_related
W2115932978	Department of Psychiatry, Massachusetts General Hospital (MGH), Harvard Medical School, Charlestown, MA 02129, USA.	[136199984, 4210087915]	['136199984 - Harvard University', '4210087915 - Massachusetts General Hospital']	136199984	4210087915	cwts_multi_inst_related
W3210100666	Integrated Brain Health Clinical and Research Program, Department of Psychiatry, Massachusetts General Hospital, Harvard Medical School, Boston, MA, USA.	[136199984, 4210087915]	['136199984 - Harvard University', '4210087915 - Massachusetts General Hospital']	136199984	4210087915	cwts_multi_inst_related
W2575061736	Division of Cardiology -Massachusetts General Hospital, Harvard Medical School, Boston, MA, USA.	[136199984, 4210087915]	['136199984 - Harvard University', '4210087915 - Massachusetts General Hospital']	136199984	4210087915	cwts_multi_inst_related
W3139199442	Department of Pathology, Massachusetts General Hospital, Harvard Medical School, Boston, Massachusetts, USA.	[136199984, 4210087915]	['136199984 - Harvard University', '4210087915 - Massachusetts General Hospital']	136199984	4210087915	cwts_multi_inst_related
